wage,abil,educ,ne,nc,west,south,exper,motheduc,fatheduc,brkhme14,sibs,urban,ne18,nc18,south18,west18,urban18,tuit17,tuit18
16.34615,5.17607,14,1,0,0,0,10,12,18,0,3,1,1,0,0,0,1,15.08226,15.00826
10.17699,4.189257,16,1,0,0,0,6,12,8,0,3,1,1,0,0,0,1,14.46297,13.93464
12.32394,1.497999,12,1,0,0,0,11,12,12,0,4,1,1,0,0,0,1,15.00826,14.46297
27.45098,3.038453,15,1,0,0,0,10,12,18,0,0,1,1,0,0,0,1,15.08226,15.08226
14.42308,2.498198,13,0,0,0,1,12,12,12,1,6,1,1,0,0,0,1,15.08226,15.08226
4.807693,0.5738209,12,1,0,0,0,13,16,13,0,2,1,1,0,0,0,1,15.08226,15.08226
14.95726,2.009659,12,0,0,0,1,10,12,14,0,1,1,1,0,0,0,1,15.00826,14.46297
17.79514,3.386478,18,1,0,0,0,5,13,13,0,3,1,1,0,0,0,1,15.08226,15.00826
18.69159,0.4010777,12,1,0,0,0,14,12,12,0,5,1,1,0,0,0,1,12.38751,12.38751
14.42308,-1.118699,12,1,0,0,0,12,12,8,0,4,1,1,0,0,0,1,12.38751,12.38751
9.615385,1.047658,11,1,0,0,0,10,11,10,0,3,1,1,0,0,0,1,11.96709,12.39135
9.134615,-0.9839756,11,1,0,0,0,10,12,12,0,2,1,1,0,0,0,1,12.39135,12.42031
8.576923,3.94461,15,1,0,0,0,10,12,18,0,2,0,1,0,0,0,1,12.38751,12.38751
7.804878,-1.039919,12,1,0,0,0,9,12,12,0,2,1,1,0,0,0,1,11.96709,12.39135
21.22642,2.825982,12,1,0,0,0,13,12,10,0,1,1,1,0,0,0,1,12.38751,12.38751
19.71154,5.719028,15,1,0,0,0,7,12,16,0,3,1,1,0,0,0,1,9.867887,9.769236
13.97098,1.355053,15,0,0,1,0,8,12,8,0,2,1,1,0,0,0,1,10.20562,9.867887
54.60994,1.037915,12,1,0,0,0,15,12,12,0,4,1,1,0,0,0,1,11.15503,11.15503
13.18102,1.243352,15,1,0,0,0,7,12,12,0,4,1,1,0,0,0,1,10.20562,9.867887
8.774495,2.370963,12,1,0,0,0,8,12,12,1,4,1,1,0,0,0,1,9.769236,9.343459
15.86539,1.781278,11,1,0,0,0,11,12,12,0,3,1,1,0,0,0,1,10.20562,9.867887
52.1327,0.5180065,15,1,0,0,0,12,12,13,0,3,1,1,0,0,0,1,7.311346,7.311346
23.09278,2.95704,15,1,0,0,0,12,12,12,0,3,1,1,0,0,0,1,5.849079,5.849079
5.812937,-2.741133,12,1,0,0,0,15,12,13,0,3,0,1,0,0,0,1,11.15503,11.15503
12.5182,3.80187,15,1,0,0,0,10,14,14,0,8,1,1,0,0,0,1,11.15503,11.15503
14.73297,2.316601,14,1,0,0,0,7,14,14,0,8,1,1,0,0,0,1,9.867887,9.769236
5.249344,-2.226822,11,1,0,0,0,13,4,4,0,2,1,1,0,0,0,1,11.15503,11.15503
16.72241,4.517169,12,1,0,0,0,13,11,12,0,3,1,1,0,0,0,1,15.08226,15.08226
12.9056,3.937986,12,1,0,0,0,10,11,12,0,3,1,1,0,0,0,1,14.46297,13.93464
9.202424,-3.78465,7,1,0,0,0,21,12,10,0,9,1,1,0,0,0,1,15.08226,15.08226
15.10791,4.534225,12,1,0,0,0,12,12,12,0,5,1,1,0,0,0,1,15.08226,15.00826
22.33624,3.591137,16,0,0,0,1,11,16,16,0,6,1,1,0,0,0,1,15.08226,15.08226
13.46154,2.896326,12,1,0,0,0,12,12,12,1,5,0,1,0,0,0,0,15.08226,15.00826
15.30398,-0.0330118,12,1,0,0,0,13,14,11,0,7,0,1,0,0,0,1,15.08226,15.08226
13.61796,2.007605,12,1,0,0,0,12,12,16,0,1,1,1,0,0,0,1,15.08226,15.08226
18.32994,3.928478,19,0,0,1,0,8,16,20,0,2,1,0,1,0,0,1,7.311346,7.311346
12.31127,5.000688,19,1,0,0,0,7,16,20,0,2,1,1,0,0,0,1,7.311346,7.311346
7.075472,-4.118465,12,1,0,0,0,14,12,12,0,2,1,1,0,0,0,1,12.38751,12.38751
4.573171,-3.489256,12,1,0,0,0,12,12,11,0,2,1,1,0,0,0,1,12.38751,12.36305
13.44086,2.415614,12,1,0,0,0,9,8,8,0,4,1,1,0,0,0,1,11.96709,12.39135
11.08825,-0.2220366,12,1,0,0,0,11,7,12,1,5,1,1,0,0,0,1,12.38751,12.36305
13.54167,1.93424,12,1,0,0,0,11,12,12,0,0,1,1,0,0,0,1,12.38751,12.36305
13.0597,-2.272709,12,1,0,0,0,9,12,9,0,1,1,1,0,0,0,1,11.96709,12.39135
8.653846,4.498102,14,1,0,0,0,9,16,14,0,1,1,1,0,0,0,1,12.36305,11.96709
9.620523,4.142873,15,1,0,0,0,5,14,16,0,1,1,1,0,0,0,1,12.42031,12.81319
7.692307,-3.452876,12,1,0,0,0,9,12,12,1,3,1,1,0,0,0,1,12.39135,12.42031
10.83916,0.3536051,12,1,0,0,0,8,12,12,0,4,1,1,0,0,0,1,12.42031,12.81319
22.72727,1.44702,16,1,0,0,0,10,12,14,0,2,1,1,0,0,0,1,12.38751,12.38751
14.74654,2.829643,15,1,0,0,0,10,15,14,0,2,1,1,0,0,0,1,12.38751,12.38751
17.78846,4.421232,15,1,0,0,0,8,12,18,0,2,1,1,0,0,0,1,12.38751,12.36305
4.977731,2.313246,12,1,0,0,0,13,12,12,0,1,1,1,0,0,0,1,12.38751,12.38751
12.59842,3.349177,13,1,0,0,0,12,12,12,0,3,1,1,0,0,0,1,12.38751,12.38751
13.67521,4.052535,15,1,0,0,0,11,12,12,0,3,1,1,0,0,0,1,12.38751,12.38751
2.625,-2.551893,10,0,1,0,0,13,8,6,1,4,1,0,1,0,0,1,9.417682,8.826549
7.620367,2.637522,12,0,1,0,0,9,12,12,0,1,1,0,1,0,0,1,8.826549,9.349703
15.38461,1.690285,17,0,1,0,0,10,12,12,0,2,1,0,1,0,0,1,9.692757,9.692757
44.3459,3.875353,18,0,0,0,1,9,16,16,0,2,1,0,1,0,0,1,9.692757,9.692757
14.08451,3.43554,17,0,1,0,0,8,16,16,0,2,1,0,1,0,0,1,9.692757,9.692757
11.05769,1.31293,12,0,1,0,0,16,12,10,0,4,1,0,1,0,0,1,9.692757,9.692757
6.990291,-1.255583,11,0,1,0,0,12,12,10,0,4,1,0,1,0,0,1,9.692757,9.417682
17.12329,1.239603,12,0,0,1,0,9,12,14,0,2,1,0,1,0,0,1,8.826549,9.349703
15.65295,2.125832,14,0,1,0,0,10,12,18,0,3,1,0,1,0,0,1,9.692757,9.417682
14.56311,2.655087,12,0,1,0,0,8,12,12,0,3,1,0,1,0,0,1,9.349703,10.44435
17.31419,3.74451,12,0,1,0,0,12,16,12,0,3,1,0,1,0,0,1,9.692757,9.692757
8.950086,-0.5281879,12,0,1,0,0,13,12,12,0,3,1,0,1,0,0,1,9.692757,9.692757
24.39818,-1.055467,12,0,1,0,0,13,11,11,0,2,1,0,1,0,0,1,9.692757,9.692757
1.829268,1.057115,9,0,1,0,0,11,9,10,0,4,1,0,1,0,0,1,7.356897,7.748579
4.807693,-3.182608,10,0,1,0,0,11,8,7,0,9,1,0,1,0,0,1,7.305873,7.356897
7.211538,-0.8227264,10,0,0,0,1,12,8,8,1,3,1,0,1,0,0,1,7.305873,7.305873
9.384164,-1.181245,12,0,1,0,0,13,12,12,0,1,1,0,1,0,0,1,8.334936,8.334936
10.88534,-0.5111351,11,0,1,0,0,16,9,16,0,5,1,0,1,0,0,1,8.334936,8.334936
8,1.569533,12,0,1,0,0,11,12,16,0,3,1,0,1,0,0,1,8.334936,7.823056
10.24025,4.430475,16,0,1,0,0,7,12,16,0,7,1,0,1,0,0,1,8.334936,7.823056
27.40385,3.249971,15,0,1,0,0,12,12,12,0,3,1,0,1,0,0,1,8.334936,8.334936
19.11111,4.574099,16,0,1,0,0,8,12,16,0,4,1,0,1,0,0,1,8.334936,8.334936
4.40367,1.235797,12,0,0,1,0,13,12,18,0,2,1,0,1,0,0,1,8.334936,8.334936
9.052925,1.614712,17,0,0,1,0,6,12,13,0,1,1,0,0,1,0,1,7.823056,7.305873
8.984375,-0.8257855,13,0,1,0,0,13,12,12,0,5,1,0,1,0,0,1,8.334936,8.334936
17.0068,0.5795907,12,0,1,0,0,12,12,12,0,5,1,0,1,0,0,1,8.334936,8.334936
3.755868,3.77603,12,0,1,0,0,12,12,12,0,4,1,0,1,0,0,1,8.334936,8.334936
5.691057,5.994742,12,0,1,0,0,8,12,12,0,4,1,0,1,0,0,1,7.356897,7.748579
9.275619,2.317609,12,0,1,0,0,8,12,16,1,3,1,0,1,0,0,1,7.748579,8.683432
11.53846,1.43026,17,0,1,0,0,7,14,16,0,1,1,0,1,0,0,1,8.334936,7.823056
12.98077,3.877995,18,0,0,1,0,10,12,16,0,4,1,0,1,0,0,1,8.334936,8.334936
15.29412,3.973776,12,0,1,0,0,14,12,12,1,1,1,0,1,0,0,1,8.334936,8.334936
9.523809,3.060999,12,0,1,0,0,15,12,15,1,1,1,0,1,0,0,1,8.334936,8.334936
7.936508,-1.729659,13,0,0,0,1,13,6,12,1,7,1,0,1,0,0,1,8.334936,8.334936
10.29412,1.931529,15,0,1,0,0,8,16,16,0,3,1,0,1,0,0,1,8.334936,7.823056
15.69678,2.390199,12,0,1,0,0,10,11,12,0,5,1,0,1,0,0,1,7.305873,7.356897
35.29412,2.914598,12,0,1,0,0,8,11,14,0,5,1,0,1,0,0,1,7.356897,7.748579
11.53846,-1.049858,12,0,1,0,0,9,16,16,0,7,1,0,1,0,0,1,7.356897,7.748579
11.25,0.5987233,12,0,1,0,0,10,16,12,1,1,1,0,1,0,0,1,7.305873,7.356897
9.072165,-3.464847,12,0,1,0,0,10,9,9,0,3,1,0,1,0,0,1,7.305873,7.356897
17.22533,-1.77537,8,0,1,0,0,15,10,10,1,2,1,0,1,0,0,1,14.07024,13.38858
7.336757,-1.998131,8,0,1,0,0,13,10,10,1,2,1,0,1,0,0,1,13.63498,14.25512
12.01923,-1.94826,10,0,1,0,0,13,13,14,0,2,1,0,1,0,0,1,14.07024,13.38858
5.608974,3.427082,20,0,0,1,0,6,12,14,0,2,1,0,1,0,0,1,18.17392,18.17392
23.11896,4.189647,15,0,0,1,0,8,12,14,0,2,1,0,1,0,0,1,18.17392,14.07024
14.50314,2.595268,12,0,1,0,0,12,12,18,0,1,1,0,1,0,0,1,18.17392,18.17392
21.75732,3.923822,16,0,1,0,0,12,17,17,0,2,1,0,1,0,0,1,18.17392,18.17392
14.58333,4.428095,17,0,1,0,0,8,16,13,1,0,1,0,1,0,0,1,18.17392,18.17392
15.38461,0.8088208,12,0,1,0,0,14,12,16,0,5,1,0,1,0,0,1,18.17392,18.17392
12.06226,2.939292,16,0,1,0,0,6,12,16,0,1,1,0,1,0,0,1,14.07024,13.38858
9.082338,4.112227,13,0,1,0,0,8,12,10,0,2,1,0,1,0,0,1,13.63498,14.25512
8.413462,3.436007,12,0,1,0,0,12,11,8,0,4,1,0,1,0,0,1,18.17392,14.07024
23.77404,-0.7396109,12,0,1,0,0,13,12,12,0,2,1,0,1,0,0,1,9.692757,9.692757
1.25,0.5651463,12,0,1,0,0,10,12,12,0,2,1,0,1,0,0,1,9.417682,8.826549
17.55196,3.374138,16,0,1,0,0,5,12,12,0,2,1,0,1,0,0,1,8.826549,9.349703
8.888889,3.499125,12,0,1,0,0,12,10,14,0,2,1,0,1,0,0,1,9.692757,9.692757
14.42308,-1.772101,12,0,1,0,0,16,3,12,0,5,1,0,1,0,0,1,9.692757,9.692757
3.77907,-2.458735,9,0,1,0,0,15,12,12,0,2,1,0,1,0,0,1,9.692757,9.692757
2.112676,0.2633751,8,0,1,0,0,16,12,12,0,2,1,0,1,0,0,1,9.692757,9.417682
13.88889,0.936336,13,0,1,0,0,10,11,10,0,0,0,0,1,0,0,1,9.417682,8.826549
7.459208,0.3580149,10,0,1,0,0,14,9,9,1,4,1,0,1,0,0,1,9.692757,9.417682
7.114625,2.033818,15,0,1,0,0,11,9,6,1,4,1,0,1,0,0,1,9.692757,9.692757
7.075472,0.3190073,12,0,0,0,1,11,8,8,1,4,0,0,1,0,0,1,9.692757,9.417682
5.15873,-0.4493136,11,0,1,0,0,9,12,9,0,2,1,0,1,0,0,1,9.349703,10.44435
5.294117,0.2114716,10,0,1,0,0,16,12,10,0,3,1,0,1,0,0,0,9.692757,9.692757
13.99632,2.272925,12,0,1,0,0,13,12,12,0,2,1,0,1,0,0,0,9.692757,9.692757
8.302583,-2.767139,12,0,0,0,1,14,8,6,0,5,1,0,1,0,0,1,9.692757,9.692757
9.437387,0.5715318,11,0,1,0,0,15,11,12,1,6,0,0,1,0,0,1,9.692757,9.692757
35.42435,2.342438,12,0,0,1,0,14,12,12,0,2,1,0,1,0,0,0,9.692757,9.692757
15.86539,2.584257,14,0,1,0,0,10,12,12,0,3,0,0,1,0,0,1,9.692757,9.692757
15.95139,1.659991,12,0,1,0,0,15,12,12,0,3,0,0,1,0,0,0,9.692757,9.692757
20.30457,1.950166,12,0,1,0,0,13,12,12,0,3,0,0,1,0,0,1,9.692757,9.692757
7.407407,0.5693632,11,0,1,0,0,9,12,8,1,6,1,0,1,0,0,1,9.349703,10.44435
20.33898,-1.310713,12,0,1,0,0,11,13,14,0,3,0,0,1,0,0,1,9.417682,8.826549
21.2674,0.035848,15,0,0,0,1,6,13,14,0,3,1,0,1,0,0,1,8.826549,9.349703
9.134615,-2.309443,9,0,1,0,0,13,12,12,0,3,1,0,1,0,0,1,14.07024,13.38858
9.748427,0.8516435,12,0,1,0,0,12,12,12,0,1,1,0,1,0,0,1,18.17392,18.17392
10.1922,1.482138,12,0,1,0,0,13,12,14,0,1,1,0,1,0,0,1,18.17392,18.17392
4.895561,0.9411445,14,0,1,0,0,10,10,12,0,4,1,0,1,0,0,1,18.17392,18.17392
15.20913,5.275455,15,0,1,0,0,8,12,13,0,2,1,0,1,0,0,1,18.17392,14.07024
12.47578,3.971043,15,0,1,0,0,7,12,13,0,2,1,0,1,0,0,1,14.07024,13.38858
10.20036,3.934991,15,0,1,0,0,5,12,13,0,2,1,0,1,0,0,1,13.63498,14.25512
13.85261,3.084692,12,0,1,0,0,9,12,11,0,2,1,0,1,0,0,1,13.63498,14.25512
18.02198,4.32687,15,0,1,0,0,9,11,12,0,2,1,0,1,0,0,0,18.17392,18.17392
9.32971,1.449399,12,0,0,0,1,9,12,12,0,4,1,0,1,0,0,1,13.38858,13.63498
9.448819,-1.171313,12,0,0,0,1,11,11,6,0,5,0,0,1,0,0,1,14.07024,6.446358
10.76923,-1.505991,12,0,1,0,0,11,12,12,0,3,1,0,1,0,0,1,18.17392,14.07024
22.1219,3.72859,15,0,1,0,0,7,12,12,0,3,1,0,1,0,0,1,13.38858,13.63498
23.07692,4.042687,18,0,1,0,0,9,12,12,0,4,1,0,1,0,0,1,18.17392,18.17392
6.837607,3.575964,20,0,1,0,0,5,12,13,0,1,1,0,1,0,0,1,18.17392,18.17392
9.134615,2.135956,12,0,1,0,0,13,16,17,0,1,1,0,1,0,0,1,18.17392,18.17392
16.32302,3.032691,15,0,1,0,0,5,12,14,0,0,1,0,1,0,0,1,13.63498,14.25512
38.7538,-1.300904,12,0,1,0,0,15,12,12,0,1,1,0,1,0,0,1,18.17392,18.17392
6.65236,-0.2990798,14,0,1,0,0,9,12,12,0,1,1,0,1,0,0,1,14.07024,14.07024
7.075472,-1.031897,12,0,1,0,0,11,12,16,0,1,1,0,1,0,0,1,18.17392,14.07024
6.401138,0.3060747,15,1,0,0,0,10,16,16,0,2,0,0,1,0,0,1,18.17392,18.17392
26.92308,3.353253,16,0,1,0,0,9,12,16,0,1,1,0,1,0,0,1,18.17392,18.17392
4.177546,0.2390968,12,0,1,0,0,9,13,11,0,3,1,0,1,0,0,1,10.82658,12.36138
8.109262,1.846734,12,0,1,0,0,11,12,11,0,4,1,0,1,0,0,1,9.755371,10.82658
15.1671,1.859035,12,0,1,0,0,13,13,12,1,1,1,0,1,0,0,1,10.34033,10.34033
8.552631,3.010865,12,0,1,0,0,11,11,12,1,4,1,0,1,0,0,1,9.755371,10.82658
8.604206,0.7821424,12,0,1,0,0,13,14,16,0,3,1,0,1,0,0,1,10.34033,10.34033
12.90123,0.9117463,17,0,1,0,0,5,12,16,0,3,1,0,1,0,0,1,9.755371,10.82658
12.11539,2.177209,12,0,1,0,0,13,12,16,0,1,1,0,1,0,0,1,10.34033,10.34033
8.29646,2.2297,9,1,0,0,0,11,12,13,0,5,1,0,1,0,0,1,12.36138,12.25094
16.21074,4.47736,15,0,1,0,0,9,16,17,0,4,0,0,1,0,0,1,10.34033,10.34033
11.48754,4.073317,17,0,1,0,0,6,16,17,0,4,1,0,1,0,0,1,9.755371,10.82658
13.33333,3.678176,15,0,1,0,0,9,16,16,0,6,1,0,1,0,0,1,10.34033,10.34033
10.09615,2.724484,15,0,1,0,0,7,16,16,0,6,1,0,1,0,0,1,9.755371,10.82658
11.20448,-0.4576917,12,0,1,0,0,14,14,14,1,3,1,0,1,0,0,0,10.34033,10.34033
19.33665,4.435529,17,0,1,0,0,9,12,14,0,4,0,0,1,0,0,1,10.34033,10.34033
13.75546,2.07471,12,0,1,0,0,12,12,14,0,4,1,0,1,0,0,1,10.34033,10.34033
4.193671,2.21738,15,0,1,0,0,12,11,10,0,7,1,0,1,0,0,0,10.34033,10.34033
10.2529,2.879605,15,0,1,0,0,7,13,16,0,1,1,0,1,0,0,1,10.82658,12.36138
7.118928,3.120147,15,0,1,0,0,8,12,12,0,4,1,0,1,0,0,1,10.34033,9.755371
9.23913,0.1793581,12,0,1,0,0,13,12,12,0,3,1,0,1,0,0,1,11.28037,11.28037
17.17742,4.018058,15,0,1,0,0,7,12,12,0,3,1,0,1,0,0,1,10.54558,10.11386
7.862903,-0.9145982,12,0,1,0,0,8,12,12,0,3,1,0,1,0,0,1,10.11386,11.58758
20.19231,1.764937,12,0,1,0,0,12,10,11,0,6,1,0,1,0,0,1,11.28037,11.28037
17.3449,4.0001,15,0,1,0,0,8,12,13,0,2,1,0,1,0,0,1,10.76843,10.54558
24.1652,3.791395,15,0,1,0,0,12,12,14,0,2,1,0,1,0,0,1,11.28037,11.28037
8.620689,4.241092,14,0,1,0,0,8,12,12,0,6,1,0,1,0,0,1,10.76843,10.54558
24.24242,0.7735314,13,0,1,0,0,13,12,12,0,3,1,0,1,0,0,1,11.28037,11.28037
20.76125,4.738628,17,0,1,0,0,8,12,12,0,0,1,0,1,0,0,1,11.28037,11.28037
10.07092,1.466474,16,0,1,0,0,10,12,12,0,1,1,0,1,0,0,1,11.28037,11.28037
7.0609,3.740263,15,0,1,0,0,7,12,12,0,1,0,0,1,0,0,1,10.54558,10.11386
15.66069,0.8805779,12,0,1,0,0,9,12,12,0,3,1,0,1,0,0,1,10.54558,10.11386
16.34615,2.624413,12,0,1,0,0,14,12,12,0,2,1,0,1,0,0,0,11.28037,11.28037
7.692307,1.994858,12,0,1,0,0,9,12,12,0,2,1,0,1,0,0,1,10.54558,10.11386
11.15385,-0.4259872,12,0,1,0,0,11,12,12,0,6,0,0,1,0,0,1,11.28037,10.76843
42.33302,4.099738,14,0,1,0,0,11,15,16,0,3,1,0,1,0,0,1,11.28037,11.28037
23.32362,4.675533,15,0,0,0,1,9,15,16,0,3,1,0,1,0,0,1,11.28037,10.76843
22.74837,4.703392,15,0,1,0,0,7,15,16,0,3,1,0,1,0,0,1,10.76843,10.54558
12.7193,2.148189,12,0,1,0,0,13,12,12,0,4,0,0,1,0,0,0,11.28037,11.28037
11.17021,3.853446,12,0,1,0,0,10,12,12,0,2,1,0,1,0,0,1,10.76843,10.54558
9.134615,4.424689,12,0,1,0,0,9,11,12,0,3,1,0,1,0,0,1,10.11386,11.58758
20.08928,-0.467596,15,0,1,0,0,11,12,20,0,7,1,0,1,0,0,1,11.28037,11.28037
13.47305,3.510706,15,0,1,0,0,10,12,16,0,3,1,0,1,0,0,1,11.28037,11.28037
4.398827,0.9693246,12,0,1,0,0,12,12,15,0,2,1,0,1,0,0,1,8.334936,7.823056
9.134615,1.577513,12,0,1,0,0,8,12,12,0,1,1,0,1,0,0,1,5.708711,5.956101
30.09259,1.256415,12,0,1,0,0,15,12,11,0,2,1,0,1,0,0,1,8.334936,8.334936
18.21946,3.917685,15,0,1,0,0,5,10,12,0,2,1,0,1,0,0,1,5.708711,5.956101
13.46154,1.121008,12,0,1,0,0,10,12,12,0,0,0,0,1,0,0,1,5.504197,5.708711
6.153846,-2.533699,12,0,1,0,0,10,8,8,0,3,0,0,1,0,0,1,5.504197,5.708711
6.25,4.551509,14,0,1,0,0,6,9,8,0,3,1,0,1,0,0,1,5.708711,5.956101
15.40719,3.171292,15,0,1,0,0,11,16,16,0,2,0,0,1,0,0,1,18.17392,18.17392
12.63264,-3.866938,8,0,1,0,0,13,12,16,1,6,1,0,1,0,0,1,7.438104,6.742574
5.288462,-2.159902,12,0,1,0,0,8,12,9,0,2,1,0,1,0,0,1,6.742574,7.198132
12.87726,4.364584,16,0,1,0,0,7,8,12,0,2,1,0,1,0,0,1,9.400303,8.442143
